W_Thickness,1um,1um,1um,1um,1um,1um,1um,1um,1um,1um,1um,1um,3um,3um,3um,3um,3um,3um,3um,3um,3um,3um,3um,3um,5um,5um,5um,5um,5um,5um,5um,5um,5um,5um,5um,5um,7um,7um,7um,7um,7um,7um,7um,7um,7um,7um,7um,7um,1um,1um,1um,1um,1um,1um,1um,1um,1um,1um,1um,1um,3um,3um,3um,3um,3um,3um,3um,3um,3um,3um,3um,3um,5um,5um,5um,5um,5um,5um,5um,5um,5um,5um,5um,5um,7um,7um,7um,7um,7um,7um,7um,7um,7um,7um,7um,7um,1um,1um,1um,1um,1um,1um,1um,1um,1um,1um,1um,1um,3um,3um,3um,3um,3um,3um,3um,3um,3um,3um,3um,3um,5um,5um,5um,5um,5um,5um,5um,5um,5um,5um,5um,5um,7um,7um,7um,7um,7um,7um,7um,7um,7um,7um,7um,7um
12.0,20787151.42472329,24304367.5344607,29916120.76828197,22942247.974947266,25359096.313424837,22334888.972756073,34464505.865735136,24551672.541094925,30750362.143054534,39319164.033750206,46154693.01104482,29550776.1793388,12502022.703578426,9517943.592016125,11240445.221763225,10433401.744089417,34060169.53173863,33250555.151414473,37518681.96763405,38169054.16319778,45808061.59953551,48337643.882350855,58074185.51655461,42898813.881882146,5480528.35951052,2886794.356559876,5636490.118259718,4963283.67416129,20717171.911666468,23492393.717203654,23995377.294984054,19501450.596304584,52368406.77671246,39123280.517277725,47286640.932529055,45142246.750705056,2494429.5978900725,1937138.557884662,2736634.1737910514,2732443.687306233,11258497.990583519,8228460.167217124,9448842.778861549,8930216.96354205,37075001.133658916,44534951.95136823,37926459.0461522,35846287.790189505,22520011.54776991,20592364.832093507,24475843.816186655,22212666.477018703,22710440.7089944,23478176.666459788,33625646.27475484,24692560.88404018,28613127.575412493,35926882.87946054,42242644.64924469,36352050.02676198,12050625.722351912,12113586.856743976,12165064.286672845,10640848.187402429,38028794.00630989,35296485.841202274,38262226.0716465,35306431.31481208,46672686.86887634,43780226.614508994,58132702.52695437,45633027.088497736,3990448.887509307,6244429.439190378,5712083.523097785,4158478.8615148147,18170380.28511596,18724926.175704125,22046857.54268621,15768548.408347763,41562134.21538019,44075595.45973433,53057594.818375304,44413130.04186356,1969002.8560828476,2363190.518293405,2420868.7079717987,2201881.599194308,8771907.723849086,10307127.195617355,11235985.466949975,10025037.39868467,35087630.895396344,35454400.556323834,39821676.33366411,36707838.95983023,20765746.964921035,21089643.01875288,25609094.00758348,21385594.103899688,23137560.864128843,24611900.886981066,33102138.74095209,24714666.823349874,31727998.464374833,32460384.249207888,44024458.75523042,30990331.648687452,10478530.630605161,10828846.961460168,12468418.661708977,10574703.911817867,33768216.00783834,33751513.57814981,38307152.27283112,35687392.92781079,44246643.92557386,44802297.02109367,55188055.66886195,44096026.053549215,4803608.471950853,4882571.898887033,5726790.972600762,4663527.428748829,19270630.48726529,19172813.581522465,20616320.81529354,18700964.35962918,44906539.98941007,46587439.76016943,52484142.836295545,44440123.15826285,2273746.717618961,1900715.489209595,2585779.2076830645,2317136.7027909146,8443545.38905276,9053177.355079211,9230732.943169512,8594322.985285847,39078012.94787799,38074620.822685115,41529586.44420948,36096156.53820055
12.1,21717919.398964632,20876828.523190603,27021012.306835327,19433433.57877886,20470595.819270656,20960434.266740315,33554551.915484704,23980703.412232254,30035237.442053266,29061990.807554502,42940577.89885507,36079436.03291366,11081338.305444514,8702119.855557602,10518581.767154578,10433401.744089417,27548666.53302389,31403302.087447003,31568582.62474935,29727821.030952115,38350935.29263438,41830653.3597267,52684066.50154504,39396869.89152442,3172937.4712955635,3752832.6635278384,4931928.853477253,4254243.149281105,13183654.85287866,21189217.862575844,15393260.906216184,18418036.674287662,38086114.01942725,31298624.41382218,51025584.63417088,35919637.19948575,3603064.974730104,1660404.478186853,2638897.239012799,1138518.2030442636,4763210.688323796,5942776.787434589,6726294.859528559,6786964.8922919575,20597222.85203273,31579329.56551565,30954683.48619775,33171191.686444014,16853686.061556835,19419845.8380953,24336141.511299744,17951746.177967947,18898331.018556055,20957513.527422693,30134785.03771285,22628917.467218377,30388394.614762906,30370191.660770647,41299333.67312757,31911530.458275527,8597918.352464566,9328854.245998235,11063805.83545825,8433438.191079585,26195366.084133673,32268089.12701628,35797737.71113651,27018536.639973566,33246297.49563794,40713495.7647004,47647676.90754733,37502420.92573645,3604276.414524535,4061910.4119005376,4234440.29511496,3724010.920759535,15350838.5167359,15844168.302518874,16677933.68514086,17648242.920601137,33416791.3289489,34713132.37188227,40716166.20257032,38122318.421203,1758038.2643596856,1277400.280158597,2376852.9132814026,1683791.8111485883,6578930.792886814,8028709.605007203,7017824.809922244,8667480.250946121,27151142.954770982,32194225.792523943,31954806.70830739,31504045.69732556,18189973.740951687,19263699.90024614,23722385.896772332,18747801.453667026,21081467.154043153,22067632.651829015,30175684.20798711,21277416.688487787,27987599.63469173,32303444.438172232,41112173.60199146,30990331.648687452,8335194.819799559,9800019.311337544,11273974.57843636,9174080.877140004,27281370.485031284,29402579.055475045,32247619.15468761,28761708.959030896,35141738.85785649,40163941.56479221,47121056.036188126,39629093.836857066,3158537.077447136,4551254.5200339835,4742297.693041305,3891319.964897562,13441073.840523213,15641667.833220238,16771145.2427492,16167683.945274126,32786435.770814966,36853527.76558655,45596667.04210098,37665554.6485571,1521529.758406673,1778651.191737419,1855972.910624097,1748514.1990385433,5716437.561532614,6857646.31986539,7330798.249039697,6332659.041789571,27726033.282965638,31191295.777261674,33051480.427313585,30655576.422297858
12.2,15823055.562102804,18072478.42306052,21766926.58050624,15924619.182610456,19554001.976616744,21304047.943244256,30255968.845826883,25122641.6699576,31107924.49355517,32908430.76737789,38440816.74178942,32299685.59137032,8524106.38880347,8702119.855557602,9899841.663204307,8062174.074978187,17530969.611924294,26785169.42752832,30576899.400935236,28626790.62239833,32491764.62292635,40436298.247735806,49206570.3628292,35019439.90357726,2884488.6102686943,2309435.4852479007,4629974.025713339,3781549.466027649,16479568.566098327,13819055.127766853,16751489.809705848,17695760.726276383,36725895.66159056,34910004.153878585,38489126.340430625,32036433.177919723,1108635.3768400322,830202.2390934265,2345686.4346780437,683110.9218265583,4763210.688323796,6399913.463391097,4644346.450626863,6429756.213750277,24716667.422439273,30769603.166399863,27329360.19502144,25145903.375207562,18597170.826545473,19932822.897969518,23358225.37709137,20117131.90371505,21737136.107180357,19733191.43131896,28195417.683800638,22130796.64246829,29761829.777345113,32956927.228091806,39589582.52891529,32739423.93714588,9139519.508525329,10303510.659759246,10935752.527177485,9791844.342662873,27813612.637593668,27255570.427673947,32748455.502369925,28178841.89445095,36229939.5785798,35743276.80121749,48620078.47708911,39535072.46642677,3539914.33569374,3698157.240685564,3594863.3755403045,3848144.6181181865,13888853.896094387,12654757.800063778,15954461.675968083,14410991.260609211,31119386.925083663,34569094.478222996,43300482.45117906,37241604.79431052,1547073.6726365231,1660620.3642061763,1826655.4796514483,1230463.2466085835,6056793.428371988,6726756.696087117,7204469.086781878,7309923.103207571,26315723.171547256,29137811.95146154,30423203.77239723,28269255.29090374,16822306.54238389,18241171.75388236,22785628.72287309,19243494.032234237,20326698.576923087,21210889.26652271,30337836.042267498,22702617.96391841,29007708.406423487,32983516.95266007,39552317.166638404,31735888.945768945,7874774.534515394,9276886.60788536,10485190.749860102,9104049.725406112,25319622.847085606,28898354.76299101,31849241.544844266,27363864.48826798,36526110.38862054,36975072.18858495,46456139.70282834,38004754.84896902,3207889.219282247,3749117.7080739713,4291875.9311513575,3543069.540023461,14153858.05933884,14961595.318732401,15243374.59115792,14478830.33570409,33200798.308202833,34979619.574116044,42113497.03167817,37090108.67475969,1350571.3585856985,1412458.2993208915,1793058.5746707378,1322047.3212242643,5585326.608286453,6234223.927150356,6550003.16926032,5781993.0381556945,27673720.012620423,28909965.190778475,30731310.27811144,28353792.52710826
12.3,22028175.39037841,16514506.145210475,23804225.12745017,18353798.37995781,18942939.41484747,26458253.09080335,32758342.20901557,18556496.688036863,23956677.483542487,29916755.243070807,40883544.227053635,32299685.59137032,5966874.47216243,11965414.801391702,10106088.364521064,5928069.172778077,20035393.842199195,28170609.225503925,31568582.62474935,23855658.851998612,35687675.89731255,39506728.173075214,43990326.154755436,36332668.89996141,2307590.888214955,4041512.0991838267,3824761.1516762367,3072508.941147465,15537878.933749849,19346677.1788736,15242346.583606223,16612346.80425946,34685568.12483553,38521383.89393499,47506578.79733151,35434236.696789995,1940111.9094700564,553468.1593956177,2345686.4346780437,1366221.8436531166,6062268.1487757405,4114230.083608562,6886444.737136383,7501382.249375322,26089815.61257479,26720971.170820937,31233554.508595932,27285980.25820395,18887751.620710246,20592364.832093507,24084677.362503305,17113532.348646488,20926048.93900198,22253854.570356056,30850859.137618896,20138313.34346793,29866257.25024808,30657606.72380633,38793663.89281647,33943632.63368458,8597918.352464566,8980762.669655018,10500371.279022876,8320237.678447644,26802208.54168117,31432669.343792554,30868760.99011655,27267173.48021872,34844677.18292823,34368535.38578604,48028181.86954194,40043235.35159935,4054810.966340102,3395029.59800642,3661026.5051514762,4530879.953590767,13888853.896094387,14815326.204952715,16144849.046803027,14097708.841900315,35923050.67862007,36441587.09579342,44513528.85358724,35857626.2377652,1547073.6726365231,1149660.2521427374,1584568.6088542682,1748553.0346543032,6370075.847080884,5641795.93865371,6793851.677690683,7623205.521916468,26942288.00896505,26692680.878611624,36131905.624426,24612535.701035593,17870851.3946192,20085374.30357417,22891178.826974414,18517658.47076082,19207558.962572653,20250298.198148977,29642899.60963729,20489364.218543794,27307527.120203897,29740094.19125654,40382028.036507055,32978484.44090477,8001787.027007578,8718878.390869701,10085164.665367858,8669856.584655974,26810551.05192432,27448709.922099423,31513765.66287092,29058221.42252606,34529420.68078778,36816946.434392855,47062386.9479505,39079685.061542,3240790.6471723216,4097872.843708759,4227529.965167079,3815613.3507944965,13568356.736740287,15249318.305631101,15621025.763461383,14705383.868695192,33925932.7486316,36801474.76026792,43086155.82704152,35546867.19957576,991558.7189616521,1639149.1374835034,1912595.8129821206,1350478.4464118828,6529325.471658811,6478171.819951891,7105235.225992321,5939326.182051088,27150587.30916824,28280632.615196902,32351051.70302615,26575141.335370842
12.4,17064079.527757924,14333344.956220414,23804225.12745017,17544071.980842028,20470595.819270656,25083798.38478759,30028480.358264275,24551672.541094925,27532300.98854883,35900106.29168497,42040625.66744194,30925230.885354564,7955832.629549907,7342413.6281267265,11756061.975055117,6876560.240422571,31054860.455408752,27708795.959512055,30907460.47553994,34131942.66516724,39948890.92982748,33464522.687781353,47989446.71427865,40710098.88790856,2307590.888214955,2886794.356559876,4026064.370185512,5672324.199041474,11771120.404355947,12897784.78591573,18260633.03580547,21307140.466332786,31965131.409162153,44540350.12736233,43767635.09568968,29124030.1617452,1662953.0652600483,1937138.557884662,1954738.6955650363,2732443.687306233,8227363.916195648,7314186.81530411,5284945.961058154,8573008.285000367,26776389.707642548,29959876.767284077,28723715.30701233,35311268.5694404,16708395.66447445,17294655.161473554,22156785.555063944,20606089.97081924,21169375.089455497,20525399.84644491,28404272.629606567,21063394.875146665,29866257.25024808,34681417.60630591,41888903.03320076,35524156.547891624,8665618.496972162,9746564.137610096,11396744.436988244,8773039.728975406,27409050.99922867,28508700.102509532,30534593.076827057,31825515.5513799,34205325.308012106,38069762.273486085,49338810.07196782,39026909.581254184,3733000.5721861254,3273778.540934762,4587310.319707874,3661944.07208021,13262289.058676595,15741284.09276226,14888292.399292411,14202136.314803284,33207936.383142967,31400260.817719225,43089517.85945589,38122318.421203,1265787.5503389735,1660620.3642061763,1914687.069032241,1942836.705171448,6370075.847080884,6726756.696087117,7428442.219013439,5534656.063857161,24853738.550905745,30971660.256098982,34530684.3732472,29535042.841242712,18623068.35383149,19866261.129353363,22185312.505796816,19048757.662082832,19571929.999803025,19782983.62434554,29689228.70514597,21176814.24551621,26653611.240888666,30420166.705744375,40506484.66698735,31984408.04479611,7970033.903884532,9329199.87823058,10524629.941288915,8739887.736389866,26235105.078126922,27795364.123182192,32625029.52190762,27490941.258337338,35887169.68211406,36711529.264931455,46299688.80086133,37073148.6647391,3438199.2145127677,4359439.195434851,4375525.686930919,3876178.6420769487,14357510.69328616,14752342.23735153,16419243.01401188,14993724.728865685,34133114.017325535,35031672.57943467,43243884.28034369,36043843.26785533,1641200.6382813554,1621711.3807017645,1900012.9457914487,1620574.1356942595,5873770.705428007,6776330.355598211,7296096.2454939475,6725991.901528053,24587237.06225255,29657297.624281593,33708132.35633306,29295431.393322185
12.5,17994847.501999266,17449289.5119205,24233130.084701523,16464436.782020979,19248470.69573211,19242365.88422062,28436060.94532602,21411342.332350228,27889863.339049466,27779844.154280037,42169190.27192953,34017753.97389002,8808243.268430253,7614354.873612901,10312335.065837821,12330383.879378403,24543357.45669401,24014289.83157712,32064424.23665641,25323699.396736983,40481542.80889185,40901083.2850661,43816451.34781964,34581696.90478254,5768977.220537389,3752832.6635278384,5032580.462731891,2836162.099520737,15537878.933749849,12897784.78591573,20373433.552344948,15167794.908236898,38766223.19834559,31298624.41382218,45967013.74371428,33007234.183311228,554317.6884200161,2213872.6375824707,1563790.956452029,1366221.8436531166,7361325.609227684,8685596.84317363,7046594.614744205,6429756.213750277,29522686.08791358,32389055.964631435,36253232.91176313,28356018.699702144,19105687.216333825,21838166.263216604,21737678.640403215,19278918.074393593,17276156.682199314,22685968.251333844,29836420.829418667,19853672.87218216,28717555.048315458,31519851.912913382,40562371.973036066,29051534.803996116,8259417.629926592,8214961.201699939,10782088.557240564,8093836.653183762,26094225.674542423,30910531.979277734,32706684.51320874,31991273.444876675,35590587.70366369,33839788.68754318,45787430.42668479,37604053.50277096,4440983.4393248735,3940659.3548288797,4829908.461615501,4903281.045666721,15455265.989638867,15123978.834222563,16944476.00430978,14306563.787706247,35505340.7870082,36297549.20213415,41401801.1256706,35354361.30811235,1195466.0197645861,1213530.2661506673,1870671.2743418445,2007597.9286771629,6056793.428371988,5641795.93865371,7391113.363641513,7623205.521916468,30075112.196054008,29545333.796936527,35157249.210664995,28269255.29090374,16594362.009289257,19336737.624986406,22376622.069480468,19721483.304424047,20404778.084901027,20613765.088884987,29110115.01128747,20791171.547458515,26941334.227787368,29687780.92091132,40382028.036507055,31064887.3783956,8541590.120099358,9242011.094321882,10603508.32414654,8893956.270204432,26601297.970543448,28961382.799551513,32394389.853050947,28168684.03204057,35647566.91717412,38714455.484698,48930019.59018164,37574782.76393983,3520452.784237954,3627053.4106017957,4613605.761072749,3967026.5790006276,14382967.272529574,15484728.022184582,16788311.20512663,15591002.22493314,33925932.7486316,36853527.76558655,43112443.902591884,34945264.59060575,1538625.5983887706,1708900.1646104613,1805641.44186141,1805376.4494137801,5559104.4176372215,7562384.676847604,6792917.194080572,7355324.477109626,27359840.39054911,29814630.768176984,34175084.839191355,29295431.393322185
12.6,15512799.570689023,16826100.600780487,22624736.495008945,14575075.184084145,20165064.538386017,23365730.002267893,25478710.60701211,25122641.6699576,28962550.390551362,26925079.71876373,44483353.15270615,32643299.267874263,7387558.870296342,8974061.101043776,10106088.364521064,11381892.81173391,23541587.764584053,29094235.75748766,31899143.699354056,29360810.89476752,34089720.26011945,39971513.21040551,48684945.942021824,38083640.895140275,4038284.0543761714,4907550.406151789,4428670.807204064,4726936.832534561,16008723.749924088,16122230.982394665,16751489.809705848,17334622.752270743,34685568.12483553,28891037.92045124,50365771.039763495,36890438.20487725,1385794.22105004,2213872.6375824707,1954738.6955650363,2049332.765479675,5629248.995291759,5942776.787434589,9128543.023645902,6429756.213750277,30895834.278049093,30769603.166399863,38205330.06855038,30496095.58269853,18451880.42946309,19126716.08959575,23246463.533181846,18580406.54995904,17843917.69992417,21965778.783037532,28225254.104630057,20849914.52168234,28717555.048315458,32190487.05999665,40356022.69701044,29277323.934597123,9681120.664586088,11138930.442982968,10551592.602335185,10074845.624242725,27712472.22800242,31223814.397986628,33834501.22056077,29256268.20217996,34418442.599650815,38598508.97172894,48831470.12264167,35774667.11614967,3733000.5721861254,4607540.168722998,4300603.424726131,3227476.1313249306,14828701.152221074,16873010.400085036,19381434.350997027,15141983.57092997,30075112.196054008,35865435.52115636,43827893.93048696,39128848.28050869,2390932.0395291722,1405140.3081744567,2178781.837174619,1489508.1406314434,5534656.063857161,8788182.135210589,7503099.929757292,7623205.521916468,23391753.93026423,29545333.796936527,33068699.752605688,30800830.39158169,16731128.729146037,19866261.129353363,22607512.92220211,18871724.598308828,19025373.443957463,22794566.433301028,28446064.642329715,21176814.24551621,28667672.149179567,31178709.12575004,39104273.29690934,31735888.945768945,8414577.627607174,9189697.823976664,11082412.791496411,8389731.9777204,25528875.928466473,29591663.165156554,32855669.190764293,27893351.03022363,35061871.269543186,36316214.87945122,46563699.697930664,35496584.35296541,3487551.3563478794,4254812.654744414,4703690.113450738,3951885.2561800145,13390160.682036383,16504836.793916337,17646609.32399813,15693981.103565458,36515698.60730577,36801474.76026792,44571432.09563691,36645445.87682534,1607008.9583171604,1621711.3807017645,2000675.8833168235,1890669.8249766359,6975102.712695759,7643700.641114783,7651791.781837884,6922658.331397295,28876925.23056044,30561963.2016801,33270364.403653413,30394010.07057177
12.7,16443567.544930365,18384072.87863053,23696998.888137333,18083889.58025255,20165064.538386017,20616820.590236377,29687247.626920365,24266187.976663593,18593242.226032976,29916755.243070807,42297754.87641712,28176321.473323047,8808243.268430253,7886296.119099077,11962308.67637187,11619015.578645032,26546896.840913933,30941488.82145513,35865876.59461052,28993800.758582927,37285631.53450565,34394092.76244195,51119193.23912292,40272355.88911385,2596039.7492418247,3464153.227871851,4126715.979440151,5435977.357414746,14125344.485227136,18425406.837022472,18260633.03580547,15890070.856248181,32645240.588080496,36113797.40056405,41568256.44766507,37375838.707573004,831476.5326300241,2213872.6375824707,2541160.3042345475,1366221.8436531166,9093402.22316361,6399913.463391097,8167643.757998966,7144173.570833639,22656945.137236003,30769603.166399863,35974361.88936496,23540845.71296027,17216912.054262802,19346563.400970414,23693510.90881996,20117131.90371505,16383960.797203103,21677702.99571901,29806584.408589248,21348035.346432433,28404272.629606567,32573707.144044224,39058970.10484941,32513634.80654488,8530218.207956972,9050380.98492366,11294301.790363632,9565443.317398991,24172557.89230868,28090990.21089767,34252211.112172626,33565973.43309599,36336498.22439916,40290498.40610611,50184376.65417806,37400788.34870193,3668638.49335533,3758782.7692213934,4874017.214689615,4096412.0128354887,15872975.881250726,18313389.33667766,18619884.867657263,15768548.408347763,35087630.895396344,40474648.11825276,46675915.918749645,34222015.216393456,2672218.161826722,1469010.3221823869,2024726.5557582318,2460926.493217167,6892213.21159571,6618260.6203437755,7727073.061988854,8040915.413528329,25689158.334129464,26896441.801349115,37385035.299261585,29535042.841242712,17802468.03469081,19756704.54224296,22099553.04621449,18393735.32611902,17802127.81896977,20068564.752780974,29596570.51412861,21931332.56780301,27569093.471929982,31387962.207130913,39958875.49287404,31686185.12596351,8890874.474452863,9573328.473174931,10513361.600880682,9160074.646793226,27961442.999519125,29812261.293118317,33442751.984217644,28931144.652456705,36472865.329744995,39742272.88694662,48225990.531330116,40321826.64051521,4013974.2025890686,4115310.600490499,4813078.255624011,4073015.8387449193,14866642.278154463,17995764.998755056,17474949.700223833,15652789.552112529,34858248.4577543,37530216.83472867,45162913.79552003,38868759.866497114,1812159.0381023297,1935591.0027730735,2019550.1841028312,2032825.4509147287,7027547.093994223,7860543.212493926,8285103.346547823,7256991.262175005,27830659.82365608,32921960.360111,33109849.487670876,27987599.63469173
12.8,13030751.639378779,14021750.500650404,23696998.888137333,18083889.58025255,23831439.90900166,20960434.266740315,29346014.89557645,21411342.332350228,30035237.442053266,35472724.073926814,37926558.32383906,38141118.091937296,9092380.148057036,10333767.328474652,11240445.221763225,11381892.81173391,29051321.071188834,28170609.225503925,31899143.699354056,32296891.984244272,35155024.018248186,39041943.135744914,49902069.59057238,38083640.895140275,4903630.637456779,3464153.227871851,5233883.681241167,3545202.624400921,17892103.014621038,15661595.811469102,19467947.616685174,17334622.752270743,34685568.12483553,42132763.63399139,48826205.98614627,36405037.702181496,1385794.22105004,1383670.398489044,2150212.56512154,2504740.0466973805,9526421.376647592,9599870.195086645,6566144.981920737,4286504.142500184,29522686.08791358,31579329.56551565,36253232.91176313,32636172.46569492,17507492.848427575,20592364.832093507,22268547.398973476,17881895.02552449,18492787.43446687,21605684.048889376,28881655.362877265,24407920.412754413,25689158.334129464,29699556.513687383,38911577.76483111,30857847.84880417,10696622.832200013,10373128.975027889,11524797.745269012,10697448.4437184,27813612.637593668,29866257.25024808,31578867.805856712,27515810.320463873,34418442.599650815,38810007.65102609,47351728.60377374,37604053.50277096,4119173.045170897,4425663.583115512,4543201.566633759,4096412.0128354887,15350838.5167359,18004736.707407814,17515638.116814606,16708395.66447445,36340760.57023192,34425056.58456374,46201245.587372534,39128848.28050869,2250288.9783803974,2299320.504285475,1848663.3769966462,2331404.0462057376,6056793.428371988,9005174.286697268,8249677.03719583,6892213.21159571,29239692.412830286,32805508.56073642,36549615.51603787,33894977.73685473,17437756.7817394,19537591.36802215,22165521.86127782,18057372.50494841,19129479.454594713,22327251.859497588,29071507.4316969,21931332.56780301,27229057.21468607,29243118.122976966,37843112.774708994,29027030.76637285,8382824.504484129,10148774.446972331,10941558.536393508,9482217.944769135,28484575.702971306,29938317.366239324,33117759.723555967,27406223.411624435,36898825.80074932,38556329.730505906,47717525.09993734,37885318.158683136,3898819.2049738085,4638443.30394268,5160546.471939114,3891319.964897562,15859448.868647654,19434379.933248557,18050009.43986774,15405640.243394962,36101336.0699179,38154852.89855217,43388468.69587067,36985482.13406926,1624104.7982992576,2197157.3544991645,2095047.3872468623,2032825.4509147287,6581769.852957276,7020278.248399747,8154970.833251261,7787990.622821956,29818564.09677437,31151962.491287824,34277230.694816604,29556997.745048273
12.9,14892287.587861462,18384072.87863053,23053641.4522603,19703342.378484122,22303783.50457847,25083798.38478759,29459759.139357757,23980703.412232254,31107924.49355517,24788168.629972953,38055122.92832665,26458253.09080335,8524106.38880347,8158237.364585252,11549815.27373836,8773542.375711555,32557514.99357369,26785169.42752832,36526998.74381993,34498952.80135184,39948890.92982748,34394092.76244195,46598448.258792326,36770411.898756124,5480528.35951052,4041512.0991838267,6944961.038570009,3545202.624400921,14125344.485227136,17964771.66609691,16902404.13231581,15890070.856248181,36045786.482672215,35511900.777221315,46626827.33812167,40288241.72374753,3048747.286310089,1660404.478186853,1857001.7607867846,2504740.0466973805,7361325.609227684,7314186.81530411,7366894.369959852,8573008.285000367,29522686.08791358,34008508.762863,35137748.82217042,28891037.92045124,16199879.274686096,19786258.023719743,21793559.56235798,18370853.092628676,20196070.48764145,21317608.261570852,28613127.5754125,20494113.932575136,25062593.49671167,31615656.93392528,39648539.46492261,32588897.850078546,9071819.364017732,9537709.191804167,10910141.86552133,9791844.342662873,25487383.216994926,29344119.88573325,34837004.96042923,28676115.574941266,35910263.641121745,34685783.404731765,50987664.9072778,39433439.88939225,3990448.887509307,3576906.1836139066,5116615.356597244,4096412.0128354887,13366716.53157956,16667241.980571803,19381434.350997027,14410991.260609211,36967325.40764972,39610420.756297186,45040940.332895145,35857626.2377652,1476752.1420621355,1532880.3361903166,2310829.221245808,1683791.8111485883,6996640.684498676,7052244.923317138,8622965.590915097,6056793.428371988,31537096.816695526,31990464.86978645,36340760.57023193,29956972.024689037,17734084.67476242,18076836.873216756,22376622.069480468,18676988.228157427,20144513.0583079,20457993.564283837,29805051.44391767,21730127.681859866,26836707.687096927,31858781.64023788,39469346.07965154,30667256.819952134,9478307.252229214,9660517.257083628,10902119.344964696,9510230.405462692,26130478.537436485,29969831.384519577,32803251.08420596,29524169.57944703,37005315.9185004,36368923.464181915,48235768.71270305,39151347.07571352,4079777.058369217,4777945.358196596,5224892.437923392,4360700.972336567,14764815.9611808,16740246.51046982,18891141.596361812,16641386.786982795,37344423.682081506,36801474.76026792,45859547.79760459,37142421.94510491,1726679.8381918424,2301783.895189601,2296373.2622976117,1876454.2623828265,6791547.378151134,8565281.569476139,9013845.421008574,7984657.052691198,31231022.396095257,30011297.198046226,34014569.92320882,31335648.93678569
13.0,17684591.510585487,18384072.87863053,22088605.298444755,17813980.78054729,21387189.661924563,17867911.17820486,27981083.970200803,23124249.718938246,31107924.49355517,29916755.243070807,35226701.62959967,32299685.59137032,9944790.786937384,12781238.537850227,12993542.182955654,11856138.345556155,30553975.60935377,29556049.023479525,30907460.47553994,26057719.669106174,38350935.29263438,34394092.76244195,50597568.81831554,38083640.895140275,3172937.4712955635,2020756.0495919134,4126715.979440151,4490589.990907833,15537878.933749849,16122230.982394665,19317033.29407521,13362105.038208697,47607642.52428406,38521383.89393499,49925895.31015857,36890438.20487725,1662953.0652600483,2213872.6375824707,3029844.978125807,3187850.968523939,7794344.7627116665,9142733.519130137,9929292.411685018,6072547.535208594,27462963.80271031,34008508.762863,37089845.97895767,31566134.024196725,17507492.848427575,19199998.526720636,22743535.235588968,17323085.805976853,18979439.735373892,23406157.719630156,28165581.26297122,22273116.878111172,25271448.44251761,30178581.618746858,40267587.29299947,32287845.675943874,8124017.340911402,8423816.14750587,11601629.730237471,10357846.905822577,26498787.31290742,28404272.629606567,34252211.112172626,29919299.776167043,39639816.24479908,35531778.12192034,50776273.26172524,38213848.964978054,3990448.887509307,4486289.1116513405,5623866.016949557,4592946.802270094,16081830.827056658,15329747.253735796,18696039.815991238,17752670.3935041,38847019.91990309,40330610.2245935,47730738.877365455,37744869.723963365,1687716.733785298,2490930.5463092644,2706971.373459375,2331404.0462057376,7205495.630304606,8354197.832237225,7577757.640501146,7727632.994819433,26315723.171547256,34435595.94263636,37036943.72291837,31363402.636176787,16845100.995693356,19154143.313135732,23385944.939949363,18340625.406986818,19025373.443957463,21158965.424988996,28577330.412937645,21461854.500602335,27229057.21468607,28929238.50090566,38664526.53587896,30816368.279368434,8478083.873853266,9451264.175702756,10857045.983331766,9132062.186099669,26967490.862959977,30915251.932927135,33421784.741594307,28761708.959030896,35754057.03492521,38609038.315236606,47365510.570511565,39748530.52714296,4162030.628094403,4603567.790379202,4993246.960379991,4360700.972336567,15070294.912101785,17394162.389785048,18547822.348813213,17629984.02185306,35117225.04362172,39039753.988968804,44808024.77559016,38319470.52787232,1795063.1981202322,2109968.570590467,2541739.1725157127,2089687.701289966,7368435.572434241,8077385.783873068,8571394.875800261,7433991.049057322,30394010.07057177,30797962.917523194,34598260.526781686,29504684.47470306
