# Transmission tube source spectra, Geant4 physics model G4EmLivermorePhysics.
# Tungsten target on a 250 um diamond substrate; simulated for the XCal paper (Optics Express 2025).
# apex_angle_deg: anode apex angle; voltage_kV: tube voltage; target_thickness_um: tungsten thickness;
# energy_keV: bin center; photons: relative photon count per 0.1 keV bin (absolute scale not used).
apex_angle_deg,voltage_kV,target_thickness_um,energy_keV,photons
1.7,80,1,10.7,26114639.41
1.7,80,1,10.8,30238003.53
1.7,80,1,10.9,29894389.86
1.7,80,1,11,30925230.89
1.7,80,1,11.1,26458253.09
1.7,80,1,11.2,27145480.44
1.7,80,1,11.3,96211829.42
1.7,80,1,11.4,20960434.27
1.7,80,1,11.5,29894389.86
1.7,80,1,11.6,27489094.12
1.7,80,1,11.7,27832707.8
1.7,80,1,11.8,22678502.65
1.7,80,1,11.9,25083798.38
1.7,80,1,12,22334888.97
1.7,80,1,12.1,20960434.27
1.7,80,1,12.2,21304047.94
1.7,80,1,12.3,26458253.09
1.7,80,1,12.4,25083798.38
1.7,80,1,12.5,19242365.88
1.7,80,1,12.6,23365730
1.7,80,1,12.7,20616820.59
1.7,80,1,12.8,20960434.27
1.7,80,1,12.9,25083798.38
1.7,80,1,13,17867911.18
1.7,80,1,13.1,19242365.88
1.7,80,1,13.2,19585979.56
1.7,80,1,13.3,22678502.65
1.7,80,1,13.4,19929593.24
1.7,80,1,13.5,18211524.85
1.7,80,1,13.6,15462615.44
1.7,80,1,13.7,20273206.91
1.7,80,1,13.8,25083798.38
1.7,80,1,13.9,20273206.91
1.7,80,1,14,22334888.97
1.7,80,1,14.1,20273206.91
1.7,80,1,14.2,18898752.21
1.7,80,1,14.3,19929593.24
1.7,80,1,14.4,18211524.85
1.7,80,1,14.5,21991275.3
1.7,80,1,14.6,18555138.53
1.7,80,1,14.7,21304047.94
1.7,80,1,14.8,19929593.24
1.7,80,1,14.9,14088160.74
1.7,80,1,15,20960434.27
1.7,80,1,15.1,13744547.06
1.7,80,1,15.2,20960434.27
1.7,80,1,15.3,17867911.18
1.7,80,1,15.4,16493456.47
1.7,80,1,15.5,16837070.15
1.7,80,1,15.6,13744547.06
1.7,80,1,15.7,18898752.21
1.7,80,1,15.8,19585979.56
1.7,80,1,15.9,19585979.56
1.7,80,1,16,19242365.88
1.7,80,1,16.1,16149842.8
1.7,80,1,16.2,21991275.3
1.7,80,1,16.3,16149842.8
1.7,80,1,16.4,16837070.15
1.7,80,1,16.5,15462615.44
1.7,80,1,16.6,19585979.56
1.7,80,1,16.7,16149842.8
1.7,80,1,16.8,13057319.71
1.7,80,1,16.9,19242365.88
1.7,80,1,17,17524297.5
1.7,80,1,17.1,13057319.71
1.7,80,1,17.2,16149842.8
1.7,80,1,17.3,15462615.44
1.7,80,1,17.4,18898752.21
1.7,80,1,17.5,19585979.56
1.7,80,1,17.6,10995637.65
1.7,80,1,17.7,18555138.53
1.7,80,1,17.8,18211524.85
1.7,80,1,17.9,19585979.56
1.7,80,1,18,17180683.83
1.7,80,1,18.1,22678502.65
1.7,80,1,18.2,16837070.15
1.7,80,1,18.3,15462615.44
1.7,80,1,18.4,13744547.06
1.7,80,1,18.5,16149842.8
1.7,80,1,18.6,18555138.53
