# Transmission tube source spectra, Geant4 physics model G4EmStandardPhysics.
# Tungsten target on a 250 um diamond substrate; simulated for the XCal paper (Optics Express 2025).
# apex_angle_deg: anode apex angle; voltage_kV: tube voltage; target_thickness_um: tungsten thickness;
# energy_keV: bin center; photons: relative photon count per 0.1 keV bin (absolute scale not used).
apex_angle_deg,voltage_kV,target_thickness_um,energy_keV,photons
1.7,80,1,23.6,15810449.89
1.7,80,1,23.7,18199079.01
1.7,80,1,23.8,14786751.69
1.7,80,1,23.9,15014240.18
1.7,80,1,24,15127984.42
1.7,80,1,24.1,16947892.32
1.7,80,1,24.2,16606659.59
1.7,80,1,24.3,17971590.52
1.7,80,1,24.4,16151682.62
1.7,80,1,24.5,15582961.4
1.7,80,1,24.6,14104286.23
1.7,80,1,24.7,16834148.08
1.7,80,1,24.8,16606659.59
1.7,80,1,24.9,14673007.45
1.7,80,1,25,17061636.57
1.7,80,1,25.1,16492915.35
1.7,80,1,25.2,14559263.2
1.7,80,1,25.3,16834148.08
1.7,80,1,25.4,16151682.62
1.7,80,1,25.5,17061636.57
1.7,80,1,25.6,16834148.08
1.7,80,1,25.7,13535565.01
1.7,80,1,25.8,16037938.37
1.7,80,1,25.9,16834148.08
1.7,80,1,26,15469217.15
1.7,80,1,26.1,14673007.45
1.7,80,1,26.2,16947892.32
1.7,80,1,26.3,15127984.42
1.7,80,1,26.4,15241728.67
1.7,80,1,26.5,17289125.05
1.7,80,1,26.6,15014240.18
1.7,80,1,26.7,15127984.42
1.7,80,1,26.8,16151682.62
1.7,80,1,26.9,14331774.72
1.7,80,1,27,14900495.94
1.7,80,1,27.1,15127984.42
1.7,80,1,27.2,12966843.79
1.7,80,1,27.3,15241728.67
1.7,80,1,27.4,15469217.15
1.7,80,1,27.5,15469217.15
1.7,80,1,27.6,13194332.28
1.7,80,1,27.7,13535565.01
1.7,80,1,27.8,14104286.23
1.7,80,1,27.9,13535565.01
1.7,80,1,28,14104286.23
1.7,80,1,28.1,15810449.89
1.7,80,1,28.2,14104286.23
1.7,80,1,28.3,13308076.52
1.7,80,1,28.4,13649309.25
1.7,80,1,28.5,11260680.13
1.7,80,1,28.6,11601912.87
1.7,80,1,28.7,14445518.96
1.7,80,1,28.8,12511866.82
1.7,80,1,28.9,13535565.01
1.7,80,1,29,12966843.79
1.7,80,1,29.1,11829401.35
